Assuming rdf:type as type relation
Loading files... 
  Starting train.txt
  Finished train.txt, still running: 0
Loaded 272115 facts in 1.80 s using 788 MB
Using HeadCoverage as pruning metric with minimum threshold 0.01
Using recursivity limit 3
Lazy mining assistant that stops counting when the denominator gets too high
No minimum threshold on standard confidence
Filtering on PCA confidence with minimum threshold 0.1
Constants in the arguments of relations are disabled
Lossless (query refinement) heuristics enabled
MRT calls: 0
Starting the mining phase... Using 16 threads
Rule	Head Coverage	Std Confidence	PCA Confidence	Positive Examples	Body size	PCA Body size	Functional variable
?b  /location/location/contains  ?h  ?h  /olympics/olympic_participating_country/athletes./olympics/olympic_athlete_affiliation/olympics  ?a   => ?a  /olympics/olympic_games/participating_countries  ?b	0.010204082	0.019455253	0.833333333	5	257	6	?b
?b  /military/military_combatant/military_conflicts./military/military_combatant_group/combatants  ?h  ?h  /olympics/olympic_participating_country/athletes./olympics/olympic_athlete_affiliation/olympics  ?a   => ?a  /olympics/olympic_games/participating_countries  ?b	0.434693878	0.113903743	0.160391566	213	1870	1328	?b
?b  /military/military_combatant/military_conflicts./military/military_combatant_group/combatants  ?h  ?h  /olympics/olympic_participating_country/medals_won./olympics/olympic_medal_honor/olympics  ?a   => ?a  /olympics/olympic_games/participating_countries  ?b	0.453061224	0.097926775	0.142398974	222	2267	1559	?b
?h  /base/biblioness/bibs_location/country  ?b  ?a  /time/event/locations  ?h   => ?a  /olympics/olympic_games/participating_countries  ?b	0.016326531	0.145454545	0.148148148	8	55	54	?b
?b  /military/military_combatant/military_conflicts./military/military_combatant_group/combatants  ?h  ?a  /olympics/olympic_games/participating_countries  ?h   => ?a  /olympics/olympic_games/participating_countries  ?b	0.408163265	0.153609831	0.206398349	200	1302	969	?b
?b  /location/location/contains  ?h  ?a  /time/event/locations  ?h   => ?a  /olympics/olympic_games/participating_countries  ?b	0.014285714	0.017073171	0.114754098	7	410	61	?b
?b  /base/biblioness/bibs_location/country  ?h  ?a  /olympics/olympic_games/participating_countries  ?h   => ?a  /olympics/olympic_games/participating_countries  ?b	0.010204082	0.000634196	0.128205128	5	7884	39	?b
?b  /location/administrative_division/country  ?h  ?a  /olympics/olympic_games/participating_countries  ?h   => ?a  /olympics/olympic_games/participating_countries  ?b	0.014285714	0.001437667	0.233333333	7	4869	30	?b
?g  /base/biblioness/bibs_location/country  ?b  ?a  /olympics/olympic_games/participating_countries  ?g   => ?a  /olympics/olympic_games/participating_countries  ?b	0.010204082	0.5	0.714285714	5	10	7	?b
?g  /location/statistical_region/places_exported_to./location/imports_and_exports/exported_to  ?b  ?a  /olympics/olympic_games/participating_countries  ?g   => ?a  /olympics/olympic_games/participating_countries  ?b	0.206122449	0.195357834	0.265091864	101	517	381	?b
?g  /location/statistical_region/places_exported_to./location/imports_and_exports/exported_to  ?b  ?g  /olympics/olympic_participating_country/medals_won./olympics/olympic_medal_honor/olympics  ?a   => ?a  /olympics/olympic_games/participating_countries  ?b	0.259183673	0.116193962	0.161577608	127	1093	786	?b
?g  /location/statistical_region/places_exported_to./location/imports_and_exports/exported_to  ?b  ?g  /olympics/olympic_participating_country/athletes./olympics/olympic_athlete_affiliation/olympics  ?a   => ?a  /olympics/olympic_games/participating_countries  ?b	0.255102041	0.13061651	0.174581006	125	957	716	?b
?g  /location/location/adjoin_s./location/adjoining_relationship/adjoins  ?b  ?a  /olympics/olympic_games/participating_countries  ?g   => ?a  /olympics/olympic_games/participating_countries  ?b	0.604081633	0.298387097	0.405479452	296	992	730	?b
?g  /location/location/adjoin_s./location/adjoining_relationship/adjoins  ?b  ?g  /olympics/olympic_participating_country/medals_won./olympics/olympic_medal_honor/olympics  ?a   => ?a  /olympics/olympic_games/participating_countries  ?b	0.540816327	0.092982456	0.128765792	265	2850	2058	?b
?g  /location/location/adjoin_s./location/adjoining_relationship/adjoins  ?b  ?g  /olympics/olympic_participating_country/athletes./olympics/olympic_athlete_affiliation/olympics  ?a   => ?a  /olympics/olympic_games/participating_countries  ?b	0.469387755	0.126096491	0.175572519	230	1824	1310	?b
?g  /location/location/contains  ?a  ?g  /location/statistical_region/gni_per_capita_in_ppp_dollars./measurement_unit/dated_money_value/currency  ?b   => ?a  /organization/endowed_organization/endowment./measurement_unit/dated_money_value/currency  ?b	0.552631579	0.146767618	0.826229508	252	1717	305	?a
?g  /location/location/contains  ?a  ?g  /location/statistical_region/gdp_nominal./measurement_unit/dated_money_value/currency  ?b   => ?a  /organization/endowed_organization/endowment./measurement_unit/dated_money_value/currency  ?b	0.526315789	0.117704757	0.740740741	240	2039	324	?a
?g  /education/educational_institution_campus/educational_institution  ?a  ?g  /education/university/domestic_tuition./measurement_unit/dated_money_value/currency  ?b   => ?a  /organization/endowed_organization/endowment./measurement_unit/dated_money_value/currency  ?b	0.546052632	0.711428571	0.992031873	249	350	251	?a
?g  /business/business_operation/revenue./measurement_unit/dated_money_value/currency  ?b  ?g  /education/educational_institution/campuses  ?a   => ?a  /organization/endowed_organization/endowment./measurement_unit/dated_money_value/currency  ?b	0.149122807	0.839506173	1	68	81	68	?a
?g  /dataworld/gardening_hint/split_to  ?b  ?g  /olympics/olympic_participating_country/medals_won./olympics/olympic_medal_honor/olympics  ?a   => ?a  /olympics/olympic_games/participating_countries  ?b	0.024489796	0.244897959	0.352941176	12	49	34	?b
?g  /location/administrative_division/country  ?b  ?a  /olympics/olympic_games/participating_countries  ?g   => ?a  /olympics/olympic_games/participating_countries  ?b	0.014285714	0.777777778	0.875	7	9	8	?b
?b  /location/statistical_region/places_exported_to./location/imports_and_exports/exported_to  ?h  ?a  /olympics/olympic_games/participating_countries  ?h   => ?a  /olympics/olympic_games/participating_countries  ?b	0.206122449	0.150746269	0.204040404	101	670	495	?b
?a  /dataworld/gardening_hint/split_to  ?h  ?h  /education/educational_institution/students_graduates./education/education/student  ?b   => ?a  /education/educational_institution/students_graduates./education/education/student  ?b	0.059848485	1	1	158	158	158	?b
?g  /dataworld/gardening_hint/split_to  ?a  ?g  /education/educational_institution/students_graduates./education/education/student  ?b   => ?a  /education/educational_institution/students_graduates./education/education/student  ?b	0.059848485	0.98136646	0.98136646	158	161	161	?b
?h  /education/educational_institution/students_graduates./education/education/student  ?b  ?a  /education/educational_institution_campus/educational_institution  ?h   => ?a  /education/educational_institution/students_graduates./education/education/student  ?b	0.633333333	1	1	1672	1672	1672	?b
?b  /location/hud_county_place/county  ?a  ?b  /location/us_county/county_seat  ?a   => ?a  /location/us_county/county_seat  ?b	0.055248619	1	1	10	10	10	?a
?g  /education/educational_institution/campuses  ?a  ?g  /education/educational_institution/students_graduates./education/education/student  ?b   => ?a  /education/educational_institution/students_graduates./education/education/student  ?b	0.639393939	1	1	1688	1688	1688	?b
?g  /base/aareas/schema/administrative_area/administrative_parent  ?b  ?g  /olympics/olympic_participating_country/athletes./olympics/olympic_athlete_affiliation/olympics  ?a   => ?a  /olympics/olympic_games/participating_countries  ?b	0.010204082	0.080645161	0.714285714	5	62	7	?b
?g  /location/administrative_division/country  ?b  ?g  /olympics/olympic_participating_country/athletes./olympics/olympic_athlete_affiliation/olympics  ?a   => ?a  /olympics/olympic_games/participating_countries  ?b	0.012244898	0.461538462	0.545454545	6	13	11	?b
?a  /base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_location  ?h  ?h  /location/statistical_region/gdp_real./measurement_unit/adjusted_money_value/adjustment_currency  ?b   => ?a  /organization/endowed_organization/endowment./measurement_unit/dated_money_value/currency  ?b	0.043859649	0.16	0.909090909	20	125	22	?a
?g  /military/military_combatant/military_conflicts./military/military_combatant_group/combatants  ?b  ?a  /olympics/olympic_games/participating_countries  ?g   => ?a  /olympics/olympic_games/participating_countries  ?b	0.410204082	0.134718499	0.181407942	201	1492	1108	?b
?g  /military/military_combatant/military_conflicts./military/military_combatant_group/combatants  ?b  ?g  /olympics/olympic_participating_country/athletes./olympics/olympic_athlete_affiliation/olympics  ?a   => ?a  /olympics/olympic_games/participating_countries  ?b	0.424489796	0.10628513	0.152604549	208	1957	1363	?b
?g  /dataworld/gardening_hint/split_to  ?b  ?a  /olympics/olympic_games/participating_countries  ?g   => ?a  /olympics/olympic_games/participating_countries  ?b	0.034693878	0.772727273	1	17	22	17	?b
?h  /base/aareas/schema/administrative_area/capital  ?a  ?b  /location/capital_of_administrative_division/capital_of./location/administrative_division_capital_relationship/administrative_division  ?h   => ?a  /location/us_county/county_seat  ?b	0.016574586	0.02970297	1	3	101	3	?a
?g  /military/military_combatant/military_conflicts./military/military_combatant_group/combatants  ?b  ?g  /olympics/olympic_participating_country/medals_won./olympics/olympic_medal_honor/olympics  ?a   => ?a  /olympics/olympic_games/participating_countries  ?b	0.459183673	0.096566524	0.144508671	225	2330	1557	?b
?h  /business/business_operation/revenue./measurement_unit/dated_money_value/currency  ?b  ?a  /organization/organization_member/member_of./organization/organization_membership/organization  ?h   => ?a  /organization/endowed_organization/endowment./measurement_unit/dated_money_value/currency  ?b	0.094298246	0.661538462	0.955555556	43	65	45	?a
?a  /education/educational_institution/campuses  ?h  ?h  /education/educational_institution/students_graduates./education/education/student  ?b   => ?a  /education/educational_institution/students_graduates./education/education/student  ?b	0.639393939	1	1	1688	1688	1688	?b
?b  /location/hud_county_place/county  ?h  ?a  /location/us_county/county_seat  ?h   => ?a  /location/us_county/county_seat  ?b	0.066298343	1	1	12	12	12	?a
?a  /base/biblioness/bibs_location/state  ?h  ?b  /location/capital_of_administrative_division/capital_of./location/administrative_division_capital_relationship/administrative_division  ?h   => ?a  /location/us_county/county_seat  ?b	0.011049724	0.009049774	0.333333333	2	221	6	?a
?b  /location/hud_county_place/county  ?a  ?a  /location/hud_county_place/county  ?b   => ?a  /location/us_county/county_seat  ?b	0.055248619	0.555555556	1	10	18	10	?a
?g  /education/educational_institution/students_graduates./education/education/student  ?b  ?g  /education/educational_institution_campus/educational_institution  ?a   => ?a  /education/educational_institution/students_graduates./education/education/student  ?b	0.633333333	1	1	1672	1672	1672	?b
?h  /base/aareas/schema/administrative_area/capital  ?a  ?b  /base/biblioness/bibs_location/state  ?h   => ?a  /location/us_county/county_seat  ?b	0.011049724	0.008438819	0.25	2	237	8	?a
?b  /location/hud_county_place/county  ?h  ?a  /location/hud_county_place/place  ?h   => ?a  /location/us_county/county_seat  ?b	0.044198895	0.615384615	1	8	13	8	?a
?a  /base/aareas/schema/administrative_area/administrative_parent  ?h  ?b  /location/capital_of_administrative_division/capital_of./location/administrative_division_capital_relationship/administrative_division  ?h   => ?a  /location/us_county/county_seat  ?b	0.022099448	0.043478261	0.307692308	4	92	13	?a
?h  /location/us_county/county_seat  ?a  ?b  /location/us_county/county_seat  ?h   => ?a  /location/us_county/county_seat  ?b	0.110497238	0.952380952	0.952380952	20	21	21	?a
?h  /location/hud_county_place/place  ?a  ?b  /location/us_county/county_seat  ?h   => ?a  /location/us_county/county_seat  ?b	0.060773481	0.084615385	0.916666667	11	130	12	?a
?a  /location/hud_county_place/county  ?h  ?b  /location/us_county/county_seat  ?h   => ?a  /location/us_county/county_seat  ?b	0.055248619	0.833333333	1	10	12	10	?a
?a  /location/hud_county_place/place  ?h  ?b  /location/us_county/county_seat  ?h   => ?a  /location/us_county/county_seat  ?b	0.060773481	0.084615385	0.916666667	11	130	12	?a
?b  /location/capital_of_administrative_division/capital_of./location/administrative_division_capital_relationship/administrative_division  ?h  ?h  /location/location/contains  ?a   => ?a  /location/us_county/county_seat  ?b	0.08839779	0.012934519	0.146788991	16	1237	109	?a
?a  /sports/sports_team_location/teams  ?h  ?b  /sports/sports_team_location/teams  ?h   => ?a  /location/us_county/county_seat  ?b	0.011049724	0.007662835	0.666666667	2	261	3	?a
?a  /location/us_county/county_seat  ?h  ?b  /location/us_county/county_seat  ?h   => ?a  /location/us_county/county_seat  ?b	0.116022099	0.114754098	0.114754098	21	183	183	?a
?a  /location/capital_of_administrative_division/capital_of./location/administrative_division_capital_relationship/administrative_division  ?h  ?b  /location/capital_of_administrative_division/capital_of./location/administrative_division_capital_relationship/administrative_division  ?h   => ?a  /location/us_county/county_seat  ?b	0.027624309	0.018450185	1	5	271	5	?a
?b  /location/hud_county_place/county  ?h  ?h  /location/hud_county_place/place  ?a   => ?a  /location/us_county/county_seat  ?b	0.044198895	0.615384615	1	8	13	8	?a
?h  /location/hud_county_place/county  ?a  ?b  /location/hud_county_place/county  ?h   => ?a  /location/us_county/county_seat  ?b	0.055248619	0.555555556	1	10	18	10	?a
?g  /dataworld/gardening_hint/split_to  ?b  ?g  /olympics/olympic_participating_country/athletes./olympics/olympic_athlete_affiliation/olympics  ?a   => ?a  /olympics/olympic_games/participating_countries  ?b	0.032653061	0.301886792	0.4	16	53	40	?b
?h  /location/capital_of_administrative_division/capital_of./location/administrative_division_capital_relationship/administrative_division  ?a  ?b  /location/hud_county_place/county  ?h   => ?a  /location/us_county/county_seat  ?b	0.011049724	0.333333333	1	2	6	2	?a
